id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary
1407,0.81,0.83,5,269,6,0,1,0,technical,medium
1408,0.85,0.41,2,229,6,0,0,0,technical,medium
1409,0.7,0.52,5,200,2,1,0,0,IT,low
1410,0.58,0.88,5,178,4,0,0,0,sales,medium
1411,0.21,0.87,4,148,5,0,0,0,sales,medium
1412,0.53,0.63,5,159,4,0,0,0,sales,low
1413,0.9,0.61,3,185,3,0,0,0,marketing,medium
1414,0.96,0.55,3,164,3,0,0,0,sales,medium
1415,0.25,0.46,4,214,4,0,1,0,technical,medium
1416,0.94,0.88,5,150,4,0,0,0,technical,medium
1417,0.44,0.51,2,145,3,0,1,0,support,low
1418,0.14,0.66,6,142,5,0,0,0,support,low
1419,0.62,0.53,3,141,3,0,0,0,sales,low
1420,0.87,0.75,3,222,3,0,0,0,hr,low
1421,0.26,0.47,6,182,4,0,0,0,sales,low
1422,0.09,0.9,6,256,4,0,1,0,support,low
1423,0.49,0.92,4,229,2,0,0,0,technical,low
1424,0.75,0.92,3,160,3,1,0,0,technical,medium
1425,0.86,0.68,5,246,2,0,0,0,sales,medium
1426,0.65,0.6,3,148,2,0,0,0,technical,low
1427,0.79,0.71,3,202,3,0,0,0,product_mng,medium
1428,0.75,0.55,3,253,6,0,0,0,IT,medium
1429,0.66,0.53,3,164,6,0,0,0,support,low
1430,0.18,0.95,4,241,6,0,0,0,product_mng,medium
1431,0.98,0.96,5,139,3,0,0,0,support,medium
1432,0.83,0.92,3,268,2,1,0,0,technical,medium
1433,0.96,0.94,5,235,3,0,0,0,hr,low
1434,0.88,0.55,3,263,3,0,0,0,marketing,low
1435,0.09,0.86,7,309,4,0,1,0,technical,low
1436,0.59,0.92,3,203,10,0,0,0,support,medium
1437,0.73,0.52,4,162,3,0,0,0,product_mng,low
1438,1.0,0.49,4,227,3,1,0,0,IT,medium
1439,0.5,0.74,3,155,3,0,0,0,RandD,medium
1440,0.27,0.45,3,239,4,0,0,0,technical,low
1441,0.68,0.51,2,196,3,0,0,0,sales,low
1442,0.79,0.88,3,195,4,0,0,0,IT,low
1443,0.71,0.84,3,139,2,0,0,0,hr,low
1444,0.66,0.6,3,210,2,0,0,0,sales,low
1445,0.44,0.51,2,145,3,0,1,0,support,low
1446,0.89,0.5,2,238,4,0,0,0,RandD,low
1447,0.78,0.96,3,248,3,0,0,0,IT,medium
1448,0.68,0.69,4,176,3,1,0,0,IT,medium
1449,0.72,0.87,5,223,5,0,1,0,sales,low
1450,0.14,0.38,5,115,6,1,0,0,marketing,high
1451,0.66,0.36,3,256,6,0,0,0,support,medium
1452,0.73,0.74,3,254,4,1,0,0,marketing,medium
1453,0.63,0.91,3,252,2,0,0,0,RandD,high
1454,0.22,0.53,4,244,2,0,0,0,support,medium
1455,0.79,0.86,5,235,5,0,1,0,support,medium
1456,0.1,0.93,7,305,4,0,1,0,technical,medium
1457,0.87,0.71,5,145,4,0,0,0,technical,medium
1458,0.82,0.79,4,224,2,0,0,0,support,low
1459,0.2,0.97,4,237,5,0,0,0,IT,medium
1460,0.72,0.58,3,198,2,0,0,0,marketing,low
1461,0.48,0.56,4,271,3,0,0,0,technical,high
1462,0.9,0.97,4,239,4,0,0,0,technical,medium
1463,0.75,0.53,3,166,3,0,0,0,sales,high
1464,1.0,0.65,4,237,3,0,0,0,IT,low
1465,0.78,0.93,3,200,3,0,0,0,RandD,low
1466,0.76,0.82,4,172,3,1,0,0,sales,medium
1467,0.78,1.0,4,154,2,0,0,0,IT,low
1468,0.91,0.82,3,183,3,0,0,0,technical,medium
1469,0.14,0.58,3,179,5,0,0,0,support,low
1470,0.79,0.98,3,195,2,0,0,0,sales,low
1471,0.83,0.91,4,210,4,0,0,0,technical,low
1472,0.55,0.97,4,267,4,0,0,0,management,medium
1473,0.69,0.82,4,137,2,1,0,0,technical,low
1474,0.91,1.0,4,211,3,0,0,0,marketing,low
1475,1.0,0.61,5,264,3,0,0,0,RandD,medium
1476,0.79,0.67,5,222,4,0,0,0,technical,low
1477,0.96,0.98,5,248,3,0,0,0,product_mng,low
1478,0.82,0.74,3,232,3,0,0,0,hr,low
1479,0.5,0.76,4,198,3,0,0,0,support,medium
1480,0.76,0.65,4,240,3,0,0,0,technical,low
1481,0.92,0.93,5,240,5,0,1,0,sales,low
1482,0.96,0.88,2,193,2,0,0,0,IT,low
1483,0.51,0.98,4,245,3,0,0,0,support,medium
1484,0.49,0.61,4,232,3,1,0,0,technical,medium
1485,0.97,0.79,2,272,2,0,0,0,sales,medium
1486,0.4,0.48,2,137,3,0,1,0,sales,medium
1487,0.11,0.78,6,243,4,0,1,0,hr,low
1488,0.88,0.88,3,214,2,1,0,0,RandD,low
1489,0.93,0.68,3,272,2,1,0,0,sales,low
1490,0.92,0.58,5,205,2,1,0,0,management,medium
1491,0.45,0.49,2,134,3,0,1,0,RandD,medium
1492,0.9,0.96,4,258,5,0,1,0,technical,medium
1493,0.53,0.81,3,226,3,1,0,0,sales,low
1494,0.82,0.93,3,247,3,0,0,0,technical,medium
1495,0.58,0.97,5,202,2,0,0,0,IT,low
1496,0.82,0.68,3,140,2,0,0,0,sales,low
1497,0.58,0.86,4,168,2,0,0,0,product_mng,medium
1498,0.09,0.88,6,269,4,0,1,0,technical,medium
1499,0.44,0.53,3,132,3,1,0,0,technical,low
1500,0.93,0.51,4,110,3,0,0,0,product_mng,low
1501,0.38,0.46,2,147,3,0,1,0,support,low
1502,0.83,0.94,5,273,5,0,1,0,RandD,medium
1503,0.64,0.88,3,252,2,0,0,0,sales,low
1504,0.58,0.86,5,271,3,0,0,0,IT,low
1505,0.4,0.49,2,160,3,0,1,0,marketing,low
1506,1.0,0.94,3,257,4,0,0,0,support,medium
1507,0.19,0.97,6,269,6,0,0,0,hr,medium
1508,0.45,0.5,2,157,3,0,1,0,marketing,medium
1509,0.87,0.52,3,152,4,0,0,0,technical,low
1510,0.51,0.9,5,193,4,0,0,0,support,medium
1511,0.86,0.49,4,274,2,0,0,0,management,low
1512,0.66,0.56,4,185,3,0,0,0,sales,medium
1513,0.73,0.86,4,245,6,0,1,0,sales,low
1514,0.21,0.7,3,238,8,0,0,0,technical,medium
1515,0.91,0.69,4,259,3,0,0,0,support,high
1516,0.45,0.54,2,135,3,0,1,0,sales,low
1517,0.1,0.96,7,301,4,0,1,0,hr,low
1518,0.45,0.56,2,146,3,0,1,0,technical,medium
1519,0.88,0.55,5,168,2,0,0,0,product_mng,medium
1520,0.78,0.82,4,142,2,1,0,0,sales,low
1521,0.43,0.96,3,109,6,0,0,0,technical,low
1522,0.93,0.86,4,192,4,0,0,0,IT,high
1523,0.54,0.42,3,138,3,1,0,0,support,medium
1524,0.86,0.92,5,252,5,0,1,0,RandD,low
1525,0.56,0.87,3,146,10,0,0,0,sales,low
1526,0.78,0.57,3,209,3,0,0,0,product_mng,medium
1527,0.59,0.58,2,267,3,0,0,0,sales,medium
1528,0.59,0.9,3,189,2,0,0,0,technical,low
1529,0.61,0.52,3,224,3,0,0,0,hr,low
1530,0.99,0.96,5,261,3,0,0,0,support,high
1531,0.51,0.92,3,243,3,0,0,0,marketing,low
1532,0.76,0.6,3,140,2,0,0,0,RandD,low
1533,0.41,0.52,2,132,3,0,1,0,RandD,low
1534,0.44,0.67,5,170,3,1,0,0,marketing,medium
1535,0.85,1.0,4,234,5,0,1,0,hr,low
1536,0.82,0.79,3,176,3,0,0,0,technical,low
1537,0.67,0.64,3,198,2,1,0,0,management,medium
1538,0.76,0.44,3,121,4,0,0,0,IT,low
1539,0.91,0.56,4,251,4,0,0,0,product_mng,medium
1540,0.68,0.97,3,250,3,1,0,0,product_mng,medium
1541,0.96,0.62,6,193,4,0,0,0,sales,medium
1542,0.96,0.95,5,189,2,0,0,0,technical,medium
1543,0.59,0.81,4,200,2,0,0,0,support,low
1544,0.84,0.72,4,222,2,0,0,0,IT,low
1545,0.25,0.62,6,271,5,0,0,0,sales,low
1546,0.42,0.51,2,136,3,0,1,0,technical,medium
1547,0.16,0.98,3,232,5,0,0,0,sales,medium
1548,0.52,0.92,5,280,6,1,0,0,hr,high
1549,0.94,0.92,3,273,3,0,0,0,technical,high
1550,0.44,0.46,2,149,3,0,1,0,technical,low
1551,0.37,0.47,2,148,3,0,1,0,hr,low
1552,0.83,0.73,4,157,2,0,0,0,RandD,medium
1553,0.43,0.52,2,147,3,0,1,0,sales,low
1554,0.87,0.91,4,228,5,0,1,0,sales,low
1555,0.27,0.6,6,205,5,1,0,0,technical,low
1556,0.11,0.94,7,280,5,0,1,0,support,low
1557,0.76,0.62,5,230,3,1,0,0,marketing,low
1558,0.73,0.95,3,156,2,0,0,0,support,medium
1559,0.1,0.81,7,291,4,0,1,0,sales,high
1560,0.98,0.6,4,160,3,0,0,0,technical,low
1561,0.98,0.68,5,171,3,0,0,0,management,high
1562,0.36,0.47,2,129,3,0,1,0,sales,medium
1563,0.7,0.79,6,257,4,0,0,0,technical,medium
1564,0.4,0.5,2,127,3,0,1,0,IT,low
1565,0.1,0.85,7,279,4,0,1,0,RandD,medium
1566,0.73,0.91,3,135,2,0,0,0,hr,medium
1567,0.9,0.55,3,259,10,1,0,1,management,high
1568,0.43,0.47,2,149,3,0,1,0,sales,medium
1569,0.74,0.99,2,277,3,0,1,0,IT,medium
1570,0.55,0.79,3,162,2,0,0,0,technical,low
1571,0.65,0.49,4,184,4,0,0,0,technical,medium
1572,0.85,0.89,4,221,5,0,1,0,technical,low
1573,0.53,0.96,4,272,2,0,0,0,support,low
1574,0.69,0.63,5,140,4,0,0,1,sales,high
1575,0.51,0.57,3,162,3,1,0,0,RandD,medium
1576,0.58,0.55,3,178,5,0,0,0,technical,low
1577,0.99,0.54,3,247,3,0,0,0,RandD,medium
1578,0.38,0.5,2,145,3,0,1,0,technical,low
1579,0.62,0.75,3,149,2,1,0,0,technical,medium
1580,0.88,0.93,4,195,2,0,0,0,support,medium
1581,0.23,0.64,5,150,5,0,0,0,hr,medium
1582,0.69,0.57,5,227,2,0,0,0,support,low
1583,0.48,0.61,3,251,3,0,0,0,support,medium
1584,0.1,0.94,6,255,4,0,1,0,technical,low
1585,0.45,0.48,2,158,3,0,1,0,technical,low
1586,0.15,0.95,4,173,5,1,0,0,sales,low
1587,0.11,0.88,7,272,4,0,1,0,sales,medium
1588,0.78,0.83,4,158,3,0,0,0,IT,high
1589,0.14,0.81,4,138,3,1,0,0,sales,high
1590,0.6,0.63,3,182,3,0,0,0,accounting,medium
1591,0.63,1.0,5,241,4,0,0,0,RandD,medium
1592,0.73,0.89,3,226,3,1,0,0,technical,high
1593,0.18,0.86,5,267,4,0,0,0,accounting,medium
1594,0.58,0.73,5,162,3,1,0,0,technical,medium
1595,0.89,0.89,4,265,2,0,0,0,sales,medium
1596,0.45,0.69,5,193,3,0,0,0,sales,low
1597,0.62,0.73,3,158,3,1,0,0,sales,low
1598,0.39,0.54,2,127,3,0,1,0,IT,low
1599,0.36,0.62,4,237,2,0,1,0,technical,medium
1600,0.79,0.87,3,194,2,0,0,0,technical,medium
1601,0.19,0.6,5,198,4,0,0,0,support,high
1602,0.6,0.5,4,137,3,0,0,0,support,low
1603,0.91,0.77,3,144,3,0,0,0,sales,medium
1604,0.41,0.4,2,194,2,0,0,0,sales,low
1605,0.68,0.81,5,266,2,0,0,0,accounting,medium
1606,0.96,0.5,3,158,2,1,0,0,sales,medium
1607,0.95,0.65,5,142,2,1,0,0,sales,low
1608,0.57,0.48,4,161,3,0,0,0,support,medium
1609,0.53,0.69,4,216,2,0,0,0,hr,low
1610,0.97,0.68,3,185,2,0,0,0,technical,medium
1611,0.71,0.37,2,179,5,0,0,1,support,low
1612,0.78,0.72,3,255,4,1,0,0,management,low
1613,0.87,0.92,4,263,3,0,0,0,management,medium
1614,0.84,0.43,6,246,4,0,0,0,technical,medium
1615,0.09,0.96,6,259,4,0,1,0,support,low
1616,0.45,0.55,2,140,3,0,1,0,hr,low
1617,0.13,0.9,5,264,6,0,0,0,technical,high
1618,0.89,0.73,3,210,2,0,0,0,hr,low
1619,0.49,0.69,2,128,2,0,0,0,support,medium
1620,0.82,0.94,3,253,2,0,0,0,hr,low
1621,0.75,0.57,5,162,3,0,0,0,accounting,medium
1622,0.82,0.92,3,257,2,0,0,0,accounting,low
1623,0.11,0.97,6,277,4,0,1,0,product_mng,medium
1624,0.7,0.89,3,183,5,0,1,0,support,low
1625,0.83,0.8,4,158,4,0,0,0,marketing,medium
1626,0.73,0.99,5,241,5,0,1,0,sales,low
1627,0.2,0.59,6,113,3,0,0,0,management,high
1628,0.81,0.99,4,259,5,0,1,0,sales,low
1629,0.7,0.78,5,264,2,0,0,0,sales,medium
1630,0.9,0.98,5,245,5,0,1,0,IT,low
1631,0.76,0.79,5,187,4,0,0,0,hr,medium
1632,0.93,0.71,5,270,2,0,0,0,technical,high
1633,0.83,0.69,4,232,2,0,0,0,sales,low
1634,0.75,0.49,4,208,4,0,0,0,technical,low
1635,0.54,0.61,3,182,2,0,0,0,sales,low
1636,0.4,0.54,2,148,3,0,1,0,support,low
1637,0.66,0.77,5,236,3,0,0,0,sales,high
1638,0.86,0.91,4,253,3,0,0,0,IT,low
1639,0.98,0.63,4,232,2,0,0,0,hr,medium
1640,0.1,0.84,5,298,4,0,1,0,IT,low
1641,0.39,0.57,2,127,3,0,1,0,sales,low
1642,0.55,0.91,3,243,4,0,0,0,support,medium
1643,0.64,0.64,4,242,3,0,0,0,sales,medium
1644,0.14,0.93,4,180,4,0,0,0,marketing,high
1645,0.81,0.84,3,216,3,0,0,0,sales,medium
1646,0.78,0.94,5,271,6,0,1,0,IT,low
1647,0.36,0.55,2,141,3,0,1,0,hr,medium
1648,0.79,0.74,3,169,3,0,0,0,RandD,low
1649,0.84,0.74,3,139,3,0,0,0,sales,medium
1650,0.85,0.54,3,185,10,0,0,1,management,high
1651,0.97,0.68,3,167,3,0,0,0,sales,low
1652,0.81,0.52,4,270,3,0,0,0,RandD,medium
1653,0.57,0.51,2,152,2,0,0,0,accounting,medium
1654,0.91,0.77,3,144,3,0,0,0,sales,medium
1655,0.56,0.89,4,263,3,0,0,0,accounting,low
1656,0.82,0.97,3,244,5,0,0,0,sales,medium
1657,0.41,0.48,2,155,3,0,1,0,marketing,low
1658,0.83,0.84,4,146,3,0,0,0,technical,low
1659,0.71,0.76,3,134,3,1,0,0,support,low
1660,0.37,0.52,2,141,3,0,1,0,sales,low
1661,0.1,0.8,6,264,4,0,1,0,technical,low
1662,0.59,1.0,2,155,5,0,1,0,sales,low
1663,0.87,0.73,5,111,4,0,0,0,management,high
1664,0.76,0.98,4,237,5,0,1,0,sales,low
1665,0.45,0.57,2,148,3,0,1,0,marketing,high
1666,0.94,0.86,3,223,4,0,0,0,sales,medium
1667,0.11,0.86,6,279,4,0,1,0,support,medium
1668,0.48,0.8,5,235,2,0,0,0,support,medium
1669,0.87,1.0,5,261,5,1,1,0,technical,medium
1670,0.31,0.7,4,182,3,0,0,0,IT,medium
1671,0.54,0.69,4,168,2,0,0,0,management,low
1672,0.48,0.54,3,190,3,0,0,0,technical,medium
1673,0.87,0.66,3,270,2,0,0,0,product_mng,low
1674,0.56,0.4,2,255,3,0,0,0,sales,medium
1675,0.89,0.96,5,260,3,0,0,0,sales,low
1676,0.64,0.9,5,266,3,0,0,0,support,low
1677,0.9,0.73,2,203,4,0,0,0,support,medium
1678,0.97,0.96,4,250,6,0,0,0,RandD,medium
1679,0.16,0.8,4,140,5,1,0,0,IT,medium
1680,0.82,0.94,5,236,5,0,1,0,sales,low
1681,0.42,0.56,2,133,3,0,1,0,sales,low
1682,0.47,0.5,4,159,2,0,0,0,product_mng,low
1683,0.11,0.91,6,308,4,1,1,0,IT,low
1684,0.58,0.43,3,224,6,0,0,0,hr,low
1685,0.83,0.96,5,275,5,0,1,0,support,low
1686,0.84,0.64,2,211,3,0,0,0,sales,medium
1687,0.38,0.55,2,158,3,0,1,0,support,low
1688,0.55,0.87,3,201,2,0,0,0,technical,medium
1689,0.95,0.5,4,242,2,0,0,0,support,medium
1690,0.73,0.48,3,211,7,0,0,0,sales,medium
1691,0.59,0.88,3,159,2,0,0,0,technical,medium
1692,0.58,0.61,4,210,3,0,0,0,sales,medium
1693,0.65,0.37,3,170,6,0,0,0,IT,low
1694,0.2,0.51,2,163,2,0,0,0,product_mng,low
1695,0.24,0.87,4,262,3,0,0,0,technical,low
1696,0.61,0.47,4,181,5,0,0,0,technical,low
1697,0.78,0.99,4,255,6,0,1,0,sales,low
1698,0.66,0.51,4,254,2,0,0,0,sales,medium
1699,0.5,0.73,4,180,3,0,0,0,IT,low
1700,0.42,0.67,2,115,3,0,0,0,sales,high
1701,0.24,0.64,5,190,4,0,0,0,sales,medium
1702,0.1,0.84,6,283,4,1,1,0,technical,low
1703,0.84,0.56,5,97,6,0,0,0,technical,low
1704,0.91,0.93,4,184,3,0,0,0,technical,low
1705,0.6,0.8,3,191,2,0,0,0,support,medium
1706,0.71,0.96,5,135,4,1,0,0,marketing,low
1707,0.37,0.53,2,140,3,0,1,0,management,medium
1708,0.1,0.81,7,244,5,0,1,0,hr,medium
1709,0.99,0.77,5,160,3,0,0,0,support,medium
1710,0.14,0.51,4,253,6,0,0,0,RandD,medium
1711,0.5,0.6,4,199,2,0,0,0,technical,low
1712,0.79,0.84,3,176,3,0,0,0,support,low
1713,0.2,0.97,6,224,5,1,0,0,support,medium
1714,0.26,0.69,5,213,2,0,0,0,accounting,high
1715,0.81,0.83,3,177,2,0,0,0,sales,medium
1716,0.99,0.61,3,154,3,0,0,0,sales,medium
1717,0.71,0.54,4,188,6,0,0,0,technical,low
1718,0.71,0.68,4,242,4,0,0,0,technical,low
1719,0.37,0.54,2,152,3,0,1,0,marketing,medium
1720,0.92,0.44,3,260,8,0,0,0,sales,low
1721,0.84,0.65,4,264,2,0,0,0,hr,medium
1722,0.6,0.99,4,225,3,0,0,0,sales,medium
1723,0.9,0.96,4,258,5,0,1,0,technical,medium
1724,0.86,0.83,4,208,3,1,0,0,IT,low
1725,0.52,0.66,4,139,3,0,0,0,sales,low
1726,0.59,0.71,5,222,3,0,0,0,technical,low
1727,0.89,0.96,4,219,6,0,1,0,product_mng,medium
1728,0.38,0.53,2,156,3,0,1,0,sales,low
1729,0.51,0.51,5,259,4,0,0,0,sales,low
1730,0.48,0.76,5,236,2,0,0,0,sales,low
1731,0.75,0.59,3,117,3,1,0,0,RandD,medium
1732,0.1,0.94,6,255,4,0,1,0,technical,low
1733,0.44,0.81,3,248,2,0,0,0,accounting,medium
1734,0.62,0.85,3,237,3,1,0,0,IT,medium
1735,0.91,0.52,3,178,3,0,0,0,sales,medium
1736,0.55,0.72,3,110,3,0,0,0,support,medium
1737,0.61,0.42,2,103,8,0,0,0,marketing,medium
1738,0.81,0.76,3,203,3,0,0,0,RandD,medium
1739,0.85,0.63,3,167,3,0,0,0,product_mng,medium
1740,0.75,0.95,4,177,3,0,0,0,accounting,low
1741,0.88,0.88,4,265,5,0,1,0,RandD,low
1742,0.98,0.96,5,183,3,1,0,0,accounting,medium
1743,0.81,0.9,4,165,3,0,0,0,RandD,medium
1744,0.66,0.99,3,228,2,0,0,0,technical,low
1745,0.8,0.9,4,136,3,0,0,0,technical,low
1746,0.1,0.98,6,268,4,0,1,0,support,low
1747,0.9,0.74,3,193,3,0,0,0,technical,medium
1748,0.91,0.82,6,280,3,0,0,0,technical,low
1749,0.74,0.88,4,248,6,0,1,0,accounting,low
1750,0.2,0.47,4,230,4,0,0,0,RandD,high
1751,0.93,0.71,4,272,2,0,0,0,support,medium
1752,0.38,0.54,2,143,3,0,1,0,sales,low
1753,0.52,0.85,4,193,3,0,0,0,sales,medium
1754,0.89,0.68,4,146,3,0,0,0,sales,low
1755,0.98,0.63,3,285,6,0,0,0,sales,low
1756,0.96,0.5,3,217,2,1,0,0,IT,low
1757,0.85,0.56,3,159,3,0,0,0,hr,medium
1758,0.77,0.87,4,242,6,0,1,0,sales,low
1759,0.69,0.54,4,180,3,0,0,0,marketing,medium
1760,0.45,0.47,2,135,3,0,1,0,RandD,medium
1761,0.97,0.66,5,234,6,0,0,0,technical,low
1762,0.49,0.49,3,104,7,0,0,0,product_mng,high
1763,0.83,0.73,4,247,2,0,0,0,support,medium
1764,0.49,0.73,4,185,3,0,0,0,sales,low
1765,0.63,0.81,5,189,3,0,0,0,technical,medium
1766,0.64,0.91,3,165,3,1,0,0,support,low
1767,0.17,0.5,4,274,6,0,0,0,sales,medium
1768,0.76,0.74,4,235,3,0,0,0,RandD,high
1769,0.87,0.64,5,234,2,1,0,0,IT,medium
1770,0.78,0.58,3,154,3,0,0,0,IT,low
1771,0.69,0.65,4,136,2,0,0,0,sales,medium
1772,0.34,0.69,6,283,2,0,0,0,RandD,low
1773,0.67,0.69,3,231,3,0,0,1,technical,medium
1774,0.11,0.87,5,271,4,0,1,0,sales,low
1775,0.7,0.74,3,202,2,0,0,0,IT,medium
1776,0.6,0.7,4,265,4,1,0,0,accounting,medium
1777,0.59,0.49,4,149,4,0,0,0,support,low
1778,0.8,0.79,4,168,3,0,0,0,management,low
1779,0.34,0.72,3,118,4,0,0,0,IT,low
1780,0.49,0.51,2,182,3,0,0,0,sales,low
1781,0.44,0.57,2,148,3,0,1,0,technical,low
1782,0.88,0.81,4,235,6,0,0,0,sales,medium
1783,0.48,0.57,4,270,4,0,1,0,technical,low
1784,0.54,0.83,4,201,8,1,0,0,sales,medium
1785,0.15,0.81,5,280,3,1,0,0,RandD,high
1786,0.61,0.48,3,250,2,0,0,0,sales,low
1787,0.5,0.58,4,96,3,0,0,0,sales,low
1788,0.61,0.42,3,104,2,0,0,0,hr,medium
1789,0.5,0.8,6,201,5,0,0,0,technical,medium
1790,0.51,0.91,3,227,2,0,0,0,technical,low
1791,0.91,0.61,3,262,3,0,0,0,technical,low
1792,0.63,0.72,6,163,4,0,0,0,IT,high
1793,0.77,0.85,5,276,5,0,1,0,support,medium
1794,0.98,0.68,5,171,3,0,0,0,management,high
1795,0.74,0.99,5,263,5,0,1,0,RandD,low
1796,0.87,0.63,3,143,3,1,0,0,IT,low
1797,0.84,0.85,4,249,6,0,1,0,marketing,low
1798,0.8,0.74,5,181,4,1,0,0,management,medium
1799,0.87,0.92,4,141,3,0,0,0,sales,low
1800,0.92,0.94,5,248,3,0,0,0,technical,medium
1801,0.37,0.46,2,149,3,0,1,0,IT,low
1802,0.11,0.87,7,278,4,0,1,0,sales,low
1803,0.43,0.55,2,130,3,0,1,0,support,high
1804,0.95,0.87,3,201,3,0,0,0,support,low
1805,0.39,0.5,4,294,3,0,1,0,technical,low
1806,0.53,0.8,3,175,3,0,0,0,IT,low
1807,0.15,0.9,5,284,4,0,0,0,support,low
1808,0.7,0.58,4,207,2,1,0,0,sales,medium
1809,0.23,0.94,5,242,4,0,0,0,support,medium
1810,0.69,0.53,3,135,2,0,0,0,sales,low
1811,0.81,0.83,3,196,2,0,0,0,technical,low
1812,0.8,0.86,3,226,2,0,0,0,accounting,medium
1813,0.49,0.81,4,233,3,0,0,0,sales,low
1814,0.8,0.7,6,231,4,0,0,0,technical,medium
1815,0.89,0.74,5,260,6,0,0,0,technical,medium
1816,0.85,0.58,4,167,4,0,0,0,RandD,low
1817,0.87,0.9,4,163,2,0,0,0,support,medium
1818,0.84,0.75,3,187,3,1,0,0,technical,medium
1819,0.48,0.84,4,228,3,0,0,0,technical,medium
1820,0.6,0.77,4,157,4,0,0,0,product_mng,low
1821,0.49,0.95,4,181,3,0,0,0,support,medium
1822,0.62,0.51,4,274,2,0,0,0,support,medium
1823,0.38,0.49,2,132,3,0,1,0,support,low
1824,0.59,0.93,3,265,3,1,0,0,sales,low
1825,0.99,0.61,5,196,3,0,0,0,technical,medium
1826,0.51,0.95,3,187,2,0,0,0,marketing,low
1827,0.9,0.67,2,229,4,0,0,0,sales,low
1828,0.48,0.72,4,186,3,0,0,0,RandD,low
1829,0.84,0.85,4,249,6,0,1,0,marketing,low
1830,0.46,0.53,2,129,3,0,1,0,technical,low
1831,0.55,0.87,3,241,4,0,0,0,IT,low
1832,0.4,0.46,2,130,3,0,1,0,sales,low
1833,0.95,0.52,5,222,2,0,0,0,sales,low
1834,0.57,0.69,3,154,2,0,0,0,RandD,low
1835,0.69,0.74,3,215,2,0,0,0,sales,low
1836,0.52,0.63,3,171,2,0,0,0,sales,low
1837,0.36,0.78,6,151,3,0,0,0,sales,low
1838,0.22,0.65,5,174,5,1,0,0,RandD,medium
1839,0.09,0.97,7,254,4,1,1,0,RandD,medium
1840,0.53,0.6,5,247,3,0,0,0,technical,low
1841,0.39,0.91,2,212,2,0,0,0,management,high
1842,0.96,0.72,3,195,2,0,0,0,sales,medium
1843,0.42,0.5,2,141,3,0,1,0,sales,medium
1844,0.55,0.45,3,179,2,1,0,0,sales,low
1845,0.13,0.61,6,283,5,0,0,0,sales,medium
1846,0.6,0.58,2,182,2,0,0,0,support,medium
1847,0.84,0.73,3,146,5,1,0,0,technical,high
1848,0.17,0.78,3,239,6,0,0,0,sales,low
1849,0.81,0.68,3,236,2,0,0,0,product_mng,medium
1850,0.5,0.83,5,258,2,0,0,0,IT,low
1851,0.83,0.87,3,156,3,0,0,0,support,medium
1852,0.77,0.9,4,237,5,0,1,0,support,low
1853,0.55,0.45,3,179,2,1,0,0,sales,low
1854,0.85,0.6,3,182,3,0,0,0,IT,medium
1855,0.6,0.56,4,260,3,0,0,0,marketing,high
1856,0.31,0.54,5,132,5,0,1,0,sales,low
1857,0.59,0.92,5,226,3,0,0,0,support,medium
1858,0.37,0.47,2,151,3,0,1,0,sales,medium
1859,0.49,0.96,2,206,2,0,0,0,marketing,low
1860,0.37,0.56,2,156,3,0,1,0,sales,medium
1861,0.22,0.74,3,199,6,0,0,0,accounting,medium
1862,0.79,0.51,4,237,2,0,0,0,IT,low
1863,0.09,0.77,6,310,4,0,1,0,hr,low
1864,0.16,0.89,4,196,3,1,0,0,IT,low
1865,0.33,0.65,3,172,10,0,0,1,marketing,high
1866,0.63,0.93,6,171,3,1,0,0,support,low
1867,0.1,0.79,6,294,4,0,1,0,technical,medium
1868,0.17,0.92,4,189,2,0,0,0,technical,medium
1869,0.8,0.52,3,182,2,0,0,0,technical,medium
1870,0.43,0.48,2,136,3,0,1,0,RandD,high
1871,0.68,0.67,4,162,10,0,0,0,management,high
1872,0.37,0.55,2,152,3,0,1,0,technical,medium
1873,0.11,0.87,6,254,4,0,1,0,hr,low
1874,0.63,0.98,4,175,2,0,0,0,sales,medium
1875,0.85,0.6,4,255,4,0,0,0,hr,low
1876,0.81,0.83,4,259,3,1,0,0,technical,low
1877,0.77,0.89,5,152,3,0,0,0,support,medium
1878,0.62,0.56,4,267,4,0,0,0,support,medium
1879,0.1,0.8,6,264,4,0,1,0,technical,low
1880,0.4,0.48,2,155,3,0,1,0,support,low
1881,0.54,0.81,4,257,2,0,0,0,support,low
1882,0.82,0.68,2,200,3,0,0,0,sales,medium
1883,0.72,0.53,3,151,4,0,0,0,IT,medium
1884,0.7,0.98,3,215,2,0,0,0,sales,low
1885,0.89,0.7,4,235,2,1,0,0,accounting,high
1886,0.54,0.71,3,153,3,0,0,0,technical,low
1887,0.11,0.85,6,261,4,0,1,0,support,low
1888,0.84,1.0,5,218,5,0,1,0,technical,medium
1889,0.86,0.53,4,155,3,0,0,0,marketing,high
1890,0.86,0.98,3,158,5,0,1,0,sales,low
1891,0.82,0.82,4,164,2,0,0,0,sales,low
1892,0.82,0.79,3,160,3,0,0,0,sales,medium
1893,0.38,0.47,2,128,3,0,1,0,sales,medium
1894,0.75,0.74,6,134,3,0,1,0,support,medium
1895,0.14,0.73,5,266,6,0,0,0,sales,low
